	   x      		   y(x)     		y_theory(x)
            0,0 	             0,0 	             0,0 
        0,00800 	       0,0090269 	       0,0090268 
        0,01600 	       0,0180533 	       0,0180525 
        0,02400 	       0,0270785 	       0,0270759 
        0,03200 	       0,0361019 	       0,0360958 
        0,04000 	       0,0451231 	       0,0451111 
        0,04800 	       0,0541413 	       0,0541206 
        0,05600 	       0,0631561 	       0,0631232 
        0,06400 	       0,0721669 	       0,0721178 
        0,07200 	       0,0811731 	       0,0811031 
        0,08000 	       0,0901740 	       0,0900781 
        0,08800 	       0,0991692 	       0,0990416 
        0,09600 	       0,1081581 	       0,1079925 
        0,10400 	       0,1171401 	       0,1169297 
        0,11200 	       0,1261146 	       0,1258520 
        0,12000 	       0,1350810 	       0,1347584 
        0,12800 	       0,1440389 	       0,1436476 
        0,13600 	       0,1529876 	       0,1525187 
        0,14400 	       0,1619266 	       0,1613704 
        0,15200 	       0,1708552 	       0,1702019 
        0,16000 	       0,1797731 	       0,1790118 
        0,16800 	       0,1886795 	       0,1877992 
        0,17600 	       0,1975739 	       0,1965631 
        0,18400 	       0,2064559 	       0,2053023 
        0,19200 	       0,2153248 	       0,2140158 
        0,20000 	       0,2241800 	       0,2227026 
        0,20800 	       0,2330211 	       0,2313616 
        0,21600 	       0,2418475 	       0,2399919 
        0,22400 	       0,2506587 	       0,2485924 
        0,23200 	       0,2594541 	       0,2571621 
        0,24000 	       0,2682332 	       0,2657001 
        0,24800 	       0,2769954 	       0,2742053 
        0,25600 	       0,2857403 	       0,2826769 
        0,26400 	       0,2944673 	       0,2911138 
        0,27200 	       0,3031759 	       0,2995152 
        0,28000 	       0,3118655 	       0,3078801 
        0,28800 	       0,3205357 	       0,3162076 
        0,29600 	       0,3291859 	       0,3244968 
        0,30400 	       0,3378157 	       0,3327468 
        0,31200 	       0,3464246 	       0,3409569 
        0,32000 	       0,3550119 	       0,3491260 
        0,32800 	       0,3635773 	       0,3572534 
        0,33600 	       0,3721203 	       0,3653383 
        0,34400 	       0,3806403 	       0,3733798 
        0,35200 	       0,3891370 	       0,3813772 
        0,36000 	       0,3976097 	       0,3893297 
        0,36800 	       0,4060580 	       0,3972365 
        0,37600 	       0,4144816 	       0,4050969 
        0,38400 	       0,4228798 	       0,4129101 
        0,39200 	       0,4312523 	       0,4206755 
        0,40000 	       0,4395985 	       0,4283924 
        0,40800 	       0,4479181 	       0,4360600 
        0,41600 	       0,4562106 	       0,4436777 
        0,42400 	       0,4644755 	       0,4512449 
        0,43200 	       0,4727124 	       0,4587609 
        0,44000 	       0,4809210 	       0,4662251 
        0,44800 	       0,4891006 	       0,4736370 
        0,45600 	       0,4972510 	       0,4809959 
        0,46400 	       0,5053718 	       0,4883014 
        0,47200 	       0,5134624 	       0,4955528 
        0,48000 	       0,5215226 	       0,5027497 
        0,48800 	       0,5295518 	       0,5098915 
        0,49600 	       0,5375498 	       0,5169777 
        0,50400 	       0,5455161 	       0,5240080 
        0,51200 	       0,5534504 	       0,5309817 
        0,52000 	       0,5613522 	       0,5378986 
        0,52800 	       0,5692212 	       0,5447582 
        0,53600 	       0,5770571 	       0,5515601 
        0,54400 	       0,5848594 	       0,5583039 
        0,55200 	       0,5926278 	       0,5649892 
        0,56000 	       0,6003620 	       0,5716158 
        0,56800 	       0,6080617 	       0,5781832 
        0,57600 	       0,6157264 	       0,5846913 
        0,58400 	       0,6233559 	       0,5911396 
        0,59200 	       0,6309498 	       0,5975280 
        0,60000 	       0,6385079 	       0,6038561 
        0,60800 	       0,6460297 	       0,6101238 
        0,61600 	       0,6535151 	       0,6163308 
        0,62400 	       0,6609636 	       0,6224769 
        0,63200 	       0,6683751 	       0,6285620 
        0,64000 	       0,6757492 	       0,6345858 
        0,64800 	       0,6830856 	       0,6405483 
        0,65600 	       0,6903841 	       0,6464493 
        0,66400 	       0,6976445 	       0,6522887 
        0,67200 	       0,7048663 	       0,6580663 
        0,68000 	       0,7120494 	       0,6637822 
        0,68800 	       0,7191936 	       0,6694362 
