        0,25000 	   3,6024073e-03 
        0,16667 	   1,5916475e-03 
        0,12500 	   8,9347297e-04 
        0,10000 	   5,7128388e-04 
        0,08333 	   3,9652219e-04 
        0,07143 	   2,9123275e-04 
        0,06250 	   2,2293055e-04 
        0,05556 	   1,7611856e-04 
        0,05000 	   1,4264207e-04 
        0,04545 	   1,1787748e-04 
        0,04167 	   9,9044371e-05 
        0,03846 	   8,4389222e-05 
        0,03571 	   7,2761704e-05 
        0,03333 	   6,3381791e-05 
        0,03125 	   5,5705403e-05 
        0,02941 	   4,9343661e-05 
        0,02778 	   4,4012641e-05 
        0,02632 	   3,9501129e-05 
        0,02500 	   3,5649368e-05 
        0,02381 	   3,2334714e-05 
        0,02273 	   2,9461755e-05 
        0,02174 	   2,6955359e-05 
        0,02083 	   2,4755717e-05 
        0,02000 	   2,2814740e-05 
        0,01923 	   2,1093403e-05 
        0,01852 	   1,9559776e-05 
        0,01786 	   1,8187525e-05 
        0,01724 	   1,6954778e-05 
        0,01667 	   1,5843246e-05 
        0,01613 	   1,4837544e-05 
        0,01563 	   1,3924650e-05 
        0,01515 	   1,3093487e-05 
        0,01471 	   1,2334581e-05 
        0,01429 	   1,1639793e-05 
        0,01389 	   1,1002099e-05 
        0,01351 	   1,0415410e-05 
        0,01316 	   9,8744274e-06 
        0,01282 	   9,3745248e-06 
        0,01250 	   8,9116456e-06 
        0,01220 	   8,4822220e-06 
        0,01190 	   8,0831057e-06 
        0,01163 	   7,7115105e-06 
        0,01136 	   7,3649631e-06 
        0,01111 	   7,0412618e-06 
        0,01087 	   6,7384416e-06 
        0,01064 	   6,4547445e-06 
        0,01042 	   6,1885936e-06 
        0,01020 	   5,9385711e-06 
        0,01000 	   5,7033997e-06 
        0,00980 	   5,4819262e-06 
        0,00962 	   5,2731070e-06 
        0,00943 	   5,0759961e-06 
        0,00926 	   4,8897344e-06 
        0,00909 	   4,7135399e-06 
        0,00893 	   4,5467000e-06 
        0,00877 	   4,3885640e-06 
        0,00862 	   4,2385369e-06 
        0,00847 	   4,0960736e-06 
        0,00833 	   3,9606741e-06 
        0,00820 	   3,8318789e-06 
        0,00806 	   3,7092654e-06 
        0,00794 	   3,5924443e-06 
        0,00781 	   3,4810563e-06 
        0,00769 	   3,3747698e-06 
        0,00758 	   3,2732778e-06 
        0,00746 	   3,1762963e-06 
        0,00735 	   3,0835619e-06 
        0,00725 	   2,9948302e-06 
        0,00714 	   2,9098741e-06 
        0,00704 	   2,8284824e-06 
        0,00694 	   2,7504584e-06 
        0,00685 	   2,6756189e-06 
        0,00676 	   2,6037929e-06 
        0,00667 	   2,5348209e-06 
        0,00658 	   2,4685534e-06 
        0,00649 	   2,4048511e-06 
        0,00641 	   2,3435831e-06 
        0,00633 	   2,2846270e-06 
        0,00625 	   2,2278679e-06 
        0,00617 	   2,1731980e-06 
        0,00610 	   2,1205161e-06 
        0,00602 	   2,0697268e-06 
        0,00595 	   2,0207406e-06 
        0,00588 	   1,9734732e-06 
        0,00581 	   1,9278451e-06 
        0,00575 	   1,8837812e-06 
        0,00568 	   1,8412111e-06 
        0,00562 	   1,8000678e-06 
        0,00556 	   1,7602883e-06 
        0,00549 	   1,7218130e-06 
        0,00543 	   1,6845855e-06 
        0,00538 	   1,6485525e-06 
        0,00532 	   1,6136633e-06 
        0,00526 	   1,5798701e-06 
        0,00521 	   1,5471274e-06 
        0,00515 	   1,5153922e-06 
        0,00510 	   1,4846234e-06 
        0,00505 	   1,4547824e-06 
        0,00500 	   1,4258321e-06 
        0,00495 	   1,3977375e-06 
        0,00490 	   1,3704651e-06 
        0,00485 	   1,3439832e-06 
        0,00481 	   1,3182615e-06 
        0,00476 	   1,2932713e-06 
        0,00472 	   1,2689849e-06 
        0,00467 	   1,2453763e-06 
        0,00463 	   1,2224205e-06 
        0,00459 	   1,2000936e-06 
        0,00455 	   1,1783728e-06 
        0,00450 	   1,1572364e-06 
        0,00446 	   1,1366637e-06 
        0,00442 	   1,1166347e-06 
        0,00439 	   1,0971305e-06 
        0,00435 	   1,0781328e-06 
        0,00431 	   1,0596244e-06 
        0,00427 	   1,0415885e-06 
        0,00424 	   1,0240092e-06 
        0,00420 	   1,0068712e-06 
        0,00417 	   9,9015993e-07 
        0,00413 	   9,7386123e-07 
        0,00410 	   9,5796168e-07 
        0,00407 	   9,4244834e-07 
        0,00403 	   9,2730881e-07 
        0,00400 	   9,1253118e-07 
        0,00397 	   8,9810400e-07 
        0,00394 	   8,8401628e-07 
        0,00391 	   8,7025744e-07 
        0,00388 	   8,5681734e-07 
        0,00385 	   8,4368620e-07 
        0,00382 	   8,3085463e-07 
        0,00379 	   8,1831358e-07 
        0,00376 	   8,0605434e-07 
        0,00373 	   7,9406854e-07 
        0,00370 	   7,8234811e-07 
        0,00368 	   7,7088526e-07 
        0,00365 	   7,5967251e-07 
        0,00362 	   7,4870263e-07 
        0,00360 	   7,3796866e-07 
        0,00357 	   7,2746388e-07 
        0,00355 	   7,1718181e-07 
        0,00352 	   7,0711620e-07 
        0,00350 	   6,9726103e-07 
        0,00347 	   6,8761045e-07 
        0,00345 	   6,7815886e-07 
        0,00342 	   6,6890080e-07 
        0,00340 	   6,5983105e-07 
        0,00338 	   6,5094452e-07 
        0,00336 	   6,4223632e-07 
        0,00333 	   6,3370169e-07 
        0,00331 	   6,2533607e-07 
        0,00329 	   6,1713502e-07 
        0,00327 	   6,0909424e-07 
        0,00325 	   6,0120959e-07 
        0,00323 	   5,9347706e-07 
        0,00321 	   5,8589276e-07 
        0,00318 	   5,7845291e-07 
        0,00316 	   5,7115388e-07 
        0,00314 	   5,6399214e-07 
        0,00313 	   5,5696425e-07 
        0,00311 	   5,5006692e-07 
        0,00309 	   5,4329692e-07 
        0,00307 	   5,3665114e-07 
        0,00305 	   5,3012655e-07 
        0,00303 	   5,2372024e-07 
        0,00301 	   5,1742935e-07 
        0,00299 	   5,1125114e-07 
        0,00298 	   5,0518292e-07 
        0,00296 	   4,9922210e-07 
        0,00294 	   4,9336617e-07 
        0,00292 	   4,8761267e-07 
        0,00291 	   4,8195923e-07 
        0,00289 	   4,7640354e-07 
        0,00287 	   4,7094336e-07 
        0,00286 	   4,6557652e-07 
        0,00284 	   4,6030091e-07 
        0,00282 	   4,5511445e-07 
        0,00281 	   4,5001516e-07 
        0,00279 	   4,4500110e-07 
        0,00278 	   4,4007037e-07 
        0,00276 	   4,3522114e-07 
        0,00275 	   4,3045162e-07 
        0,00273 	   4,2576008e-07 
        0,00272 	   4,2114483e-07 
        0,00270 	   4,1660421e-07 
        0,00269 	   4,1213663e-07 
        0,00267 	   4,0774053e-07 
        0,00266 	   4,0341440e-07 
        0,00265 	   3,9915675e-07 
        0,00263 	   3,9496615e-07 
        0,00262 	   3,9084120e-07 
        0,00260 	   3,8678054e-07 
        0,00259 	   3,8278283e-07 
        0,00258 	   3,7884678e-07 
        0,00256 	   3,7497113e-07 
        0,00255 	   3,7115465e-07 
        0,00254 	   3,6739615e-07 
        0,00253 	   3,6369444e-07 
        0,00251 	   3,6004840e-07 
        0,00250 	   3,5645691e-07 
